1  7.711843e+00
2  5.906160e+00
3  4.484986e+00
4  3.395428e+00
5  2.567324e+00
6  1.940067e+00
7  1.465648e+00
8  1.107076e+00
9  8.361587e-01
10  6.315066e-01
11  4.769287e-01
12  3.601804e-01
13  2.720076e-01
14  2.054178e-01
15  1.551288e-01
16  1.171508e-01
17  8.847013e-02
18  6.681091e-02
19  5.045423e-02
20  3.810197e-02
21  2.877378e-02
22  2.172933e-02
23  1.640951e-02
24  1.239210e-02
25  9.358235e-03
26  7.067130e-03
27  5.336938e-03
28  4.030336e-03
29  3.043619e-03
30  2.298473e-03
31  1.735755e-03
32  1.310803e-03
33  9.898889e-04
34  7.475418e-04
35  5.645268e-04
36  4.263179e-04
37  3.219457e-04
38  2.431261e-04
39  1.836034e-04
40  1.386531e-04
41  1.047077e-04
42  7.907293e-05
43  5.971409e-05
44  4.509474e-05
45  3.405453e-05
46  2.571722e-05
47  1.942106e-05
48  1.466635e-05
49  1.107570e-05
50  8.364117e-06
51  6.316393e-06
52  4.769998e-06
53  3.602195e-06
54  2.720296e-06
55  2.054307e-06
56  1.551366e-06
57  1.171557e-06
58  8.847333e-07
59  6.681307e-07
60  5.045572e-07
61  3.810303e-07
62  2.877455e-07
63  2.172989e-07
64  1.640992e-07
65  1.239241e-07
66  9.358465e-08
