1  8.342015e+00
2  6.975755e+00
3  5.474315e+00
4  4.159494e+00
5  3.112694e+00
6  2.312747e+00
7  1.712716e+00
8  1.266494e+00
9  9.359565e-01
10  6.915338e-01
11  5.109171e-01
12  3.774812e-01
13  2.789054e-01
14  2.060797e-01
15  1.522748e-01
16  1.125206e-01
17  8.314650e-02
18  6.144153e-02
19  4.540297e-02
20  3.355131e-02
21  2.479343e-02
22  1.832167e-02
23  1.353925e-02
24  1.000518e-02
25  7.393588e-03
26  5.463691e-03
27  4.037543e-03
28  2.983653e-03
29  2.204852e-03
30  1.629337e-03
31  1.204044e-03
32  8.897614e-04
33  6.575139e-04
34  4.858882e-04
35  3.590606e-04
36  2.653378e-04
37  1.960788e-04
38  1.448979e-04
39  1.070763e-04
40  7.912703e-05
41  5.847312e-05
42  4.321034e-05
43  3.193149e-05
44  2.359666e-05
45  1.743741e-05
46  1.288586e-05
47  9.522366e-06
48  7.036818e-06
49  5.200052e-06
50  3.842724e-06
51  2.839688e-06
52  2.098466e-06
53  1.550720e-06
54  1.145948e-06
55  8.468301e-07
56  6.257887e-07
57  4.624440e-07
58  3.417359e-07
59  2.525352e-07
60  1.866179e-07
61  1.379066e-07
62  1.019098e-07
63  7.530915e-08
